100;10911;11799;1193;127
200;222845;47727;2804;185
300;60374;61623;4314;310
400;105389;116286;8638;377
500;181056;217483;7442;393
600;554180;4428267;211918;451
700;632324;264199;4444;265
800;553894;802738;11473;631
900;713270;1384214;10711;618
1000;876615;843988;17233;763
1100;3470528;974328;13674;850
1200;1500095;1265437;16380;962
1300;974601;1188387;15272;902
1400;5234871;1947258;16417;1043
1500;1407451;5489919;15897;523
1600;1707591;2106841;18676;1216
1700;1544236;5906408;21166;1269
1800;2210514;6950623;22542;663
1900;2547658;7384992;22750;1429
2000;2679035;7340770;22014;1331
2100;2575754;8562261;22825;1383
2200;2732080;7075761;25608;1473
2300;8913046;6090968;25438;1561
2400;5499098;8864622;27886;1460
2500;3724992;9784268;38104;2309
2600;7741983;8957889;30121;1744
2700;9984201;9349647;171733;2063
2800;10372662;9634752;25692;1190
2900;10569309;10576328;28055;1039
3000;10840216;12199860;34582;1977
3100;10664451;8304766;41439;2248
3200;17660820;9080479;33234;1093
3300;11801977;13807629;24506;1138
3400;14124600;12684190;22373;1149
3500;16584561;12948950;30206;1190
3600;16766949;18853560;183817;2655
3700;14733697;18109156;56243;2832
3800;13861602;16313667;56834;2571
3900;14180569;17410468;41711;2336
4000;18493151;17561104;31907;1594
4100;20828803;19087290;43800;2341
