100;3286;61936;4711;4711
200;6486;65421;9576;9411
300;9686;68621;14126;14111
400;12886;71821;18811;18811
500;16086;75021;23676;23511
600;19286;78776;28226;28211
700;22486;82066;32911;32911
800;25686;85476;37776;37611
900;28886;88676;42326;42311
1000;32086;91876;47011;47011
1100;35286;95076;51876;51711
1200;38486;98276;56426;56411
1300;41686;101476;61111;61111
1400;44886;104796;65976;65811
1500;48086;107996;70526;70511
1600;51286;111196;75211;75211
1700;54486;114396;80076;79911
1800;57686;117596;84626;84611
1900;60886;120796;89311;89311
2000;64086;123996;94176;94011
2100;67286;127196;98726;98711
2200;70486;130396;103411;103411
2300;73686;133596;108276;108111
2400;76886;136796;112826;112811
2500;80086;139996;117511;117511
2600;83286;143196;122376;122211
2700;86486;146396;126926;126911
2800;89686;149596;131611;131611
2900;92886;152796;136476;136311
3000;96086;155996;141026;141011
3100;99286;159196;145711;145711
3200;102486;162396;150576;150411
3300;105686;165596;155126;155111
3400;108886;168796;159811;159811
3500;112086;171996;164676;164511
3600;115286;175196;169226;169211
3700;118486;178396;173911;173911
3800;121686;181596;178776;178611
3900;124886;184796;183326;183311
4000;128086;187996;188011;188011
4100;131286;191196;192711;192711
